round_epochs,loss,MSE,val_loss,val_MSE,batch_size,dropout,epochs,layer1_size,layer2_size,optimizer
300,0.011958887800574303,0.0004331566742621362,0.010252950713038445,0.00021470896899700165,64,0,300,256,16,adam
300,0.2198069542646408,0.08827559649944305,0.14141906797885895,0.046264614909887314,64,0,300,256,32,AdaDelta
300,0.01141087431460619,0.00041730463271960616,0.010805943980813026,0.00022666642325930297,64,0,300,256,32,adam
300,0.21692296862602234,0.08774595707654953,0.13782896101474762,0.04572289064526558,64,0,300,256,64,AdaDelta
300,0.010836161673069,0.00034913973649963737,0.010586939752101898,0.0002466936712153256,64,0,300,256,64,adam
300,0.2199562042951584,0.08902633190155029,0.14087174832820892,0.04658964276313782,64,0,300,256,128,AdaDelta
300,0.011705322191119194,0.00039661917253397405,0.01106156688183546,0.00022666240693069994,64,0,300,256,128,adam
200,0.23768043518066406,0.09951677173376083,0.15636923909187317,0.05298402160406113,64,0.1,200,32,16,AdaDelta
200,0.02110917493700981,0.0009935790440067649,0.012773578986525536,0.0002885640715248883,64,0.1,200,32,16,adam
200,0.22368597984313965,0.09216172248125076,0.14286479353904724,0.048215802758932114,64,0.1,200,32,32,AdaDelta
200,0.02055758237838745,0.0009354980429634452,0.013318483717739582,0.0003195995814166963,64,0.1,200,32,32,adam
200,0.22966353595256805,0.09518598020076752,0.14910534024238586,0.05013816058635712,64,0.1,200,32,64,AdaDelta
200,0.0207873173058033,0.0010361468885093927,0.013866767287254333,0.00041243343730457127,64,0.1,200,32,64,adam
200,0.22304849326610565,0.09148062765598297,0.14267565310001373,0.04791375994682312,64,0.1,200,32,128,AdaDelta
200,0.022294530645012856,0.0010734300594776869,0.009810502640902996,0.00019133466412313282,64,0.1,200,32,128,adam
200,0.222695991396904,0.08986011892557144,0.1442318707704544,0.047131024301052094,64,0.1,200,64,16,AdaDelta
200,0.01828545331954956,0.0007628037128597498,0.010027758777141571,0.00018804107094183564,64,0.1,200,64,16,adam
200,0.22415287792682648,0.09188903868198395,0.14411771297454834,0.04816066846251488,64,0.1,200,64,32,AdaDelta
200,0.021331490948796272,0.0010178647935390472,0.01196959801018238,0.00028228393057361245,64,0.1,200,64,32,adam
200,0.22692005336284637,0.093172587454319,0.14696930348873138,0.04894197732210159,64,0.1,200,64,64,AdaDelta
200,0.018336469307541847,0.0007932308944873512,0.010264094918966293,0.0002367501292610541,64,0.1,200,64,64,adam
200,0.2253233939409256,0.09279804676771164,0.14459961652755737,0.04863130301237106,64,0.1,200,64,128,AdaDelta
200,0.01951596513390541,0.0010081178043037653,0.010684813372790813,0.00024284694518428296,64,0.1,200,64,128,adam
200,0.2246997356414795,0.0921829491853714,0.1447010338306427,0.0482742041349411,64,0.1,200,128,16,AdaDelta
200,0.01984863355755806,0.0008923063869588077,0.008925053291022778,0.00016558820789214224,64,0.1,200,128,16,adam
200,0.22926004230976105,0.09520089626312256,0.14783748984336853,0.04988700523972511,64,0.1,200,128,32,AdaDelta
200,0.017042603343725204,0.0006570985424332321,0.009467283263802528,0.00019040255574509501,64,0.1,200,128,32,adam
200,0.22246608138084412,0.09046842157840729,0.14314277470111847,0.04735901206731796,64,0.1,200,128,64,AdaDelta
200,0.019310157746076584,0.0009156843880191445,0.00908211525529623,0.00014915761130396277,64,0.1,200,128,64,adam
200,0.2197248488664627,0.08868396282196045,0.14093387126922607,0.04643651843070984,64,0.1,200,128,128,AdaDelta
200,0.018823998048901558,0.0009090107050724328,0.009101413190364838,0.00015980697935447097,64,0.1,200,128,128,adam
200,0.2248823195695877,0.09248901158571243,0.1445215344429016,0.04840044677257538,64,0.1,200,256,16,AdaDelta
200,0.016629312187433243,0.0006263790419325233,0.00805849302560091,0.00012869125930592418,64,0.1,200,256,16,adam
200,0.22419373691082,0.09167857468128204,0.14432236552238464,0.048038680106401443,64,0.1,200,256,32,AdaDelta
200,0.015317481942474842,0.0005428384756669402,0.009539303369820118,0.00020330205734353513,64,0.1,200,256,32,adam
200,0.22078187763690948,0.0895182341337204,0.1412992924451828,0.04674855247139931,64,0.1,200,256,64,AdaDelta
200,0.016565561294555664,0.0005897950031794608,0.009653924033045769,0.00016024619981180876,64,0.1,200,256,64,adam
200,0.21889758110046387,0.08936123549938202,0.13878373801708221,0.04654090106487274,64,0.1,200,256,128,AdaDelta
200,0.01557166688144207,0.0005755464662797749,0.008591600693762302,0.00015031140355858952,64,0.1,200,256,128,adam
300,0.21242383122444153,0.08471687138080597,0.13477595150470734,0.04394637420773506,64,0.1,300,32,16,AdaDelta
300,0.024066772311925888,0.0015155482105910778,0.010519773699343204,0.00018661640933714807,64,0.1,300,32,16,adam
300,0.22579483687877655,0.0938064232468605,0.14415764808654785,0.048979148268699646,64,0.1,300,32,32,AdaDelta
300,0.024607736617326736,0.0014085306320339441,0.00981670431792736,0.00015882239677011967,64,0.1,300,32,32,adam
300,0.2202434241771698,0.08900412172079086,0.14120200276374817,0.04665162041783333,64,0.1,300,32,64,AdaDelta
300,0.020870525389909744,0.0011467651929706335,0.009306879714131355,0.00015185416850727051,64,0.1,300,32,64,adam
300,0.22076371312141418,0.09079457074403763,0.14023138582706451,0.04736046865582466,64,0.1,300,32,128,AdaDelta
300,0.02223571017384529,0.0012747696600854397,0.011045977473258972,0.00022643893316853791,64,0.1,300,32,128,adam
300,0.2138441503047943,0.08421273529529572,0.1369168907403946,0.043668296188116074,64,0.1,300,64,16,AdaDelta
300,0.018507065251469612,0.0008320698398165405,0.011969540268182755,0.00028755352832376957,64,0.1,300,64,16,adam
300,0.22892692685127258,0.09369353950023651,0.14920306205749512,0.049232278019189835,64,0.1,300,64,32,AdaDelta
300,0.0177217535674572,0.0007736995466984808,0.010895369574427605,0.00017713126726448536,64,0.1,300,64,32,adam
300,0.2224622219800949,0.09039077907800674,0.1432546228170395,0.047371748834848404,64,0.1,300,64,64,AdaDelta
300,0.01805015280842781,0.0007382811163552105,0.009132944978773594,0.00017679634038358927,64,0.1,300,64,64,adam
300,0.2210070788860321,0.09168070554733276,0.13976284861564636,0.04773438349366188,64,0.1,300,64,128,AdaDelta
300,0.019299913197755814,0.0008129129419103265,0.009193141013383865,0.00013976340414956212,64,0.1,300,64,128,adam
300,0.21684984862804413,0.08699912577867508,0.1385130137205124,0.04538116231560707,64,0.1,300,128,16,AdaDelta
300,0.017233483493328094,0.0008198273135349154,0.008567160926759243,0.00013862954801879823,64,0.1,300,128,16,adam
300,0.21619009971618652,0.08705321699380875,0.13754768669605255,0.045348308980464935,64,0.1,300,128,32,AdaDelta
300,0.016023393720388412,0.0007094242027960718,0.008820752613246441,0.0001342540781479329,64,0.1,300,128,32,adam
300,0.21617183089256287,0.08783698081970215,0.13686786592006683,0.04562276601791382,64,0.1,300,128,64,AdaDelta
300,0.017771879211068153,0.0008656764402985573,0.010033405385911465,0.0001738418359309435,64,0.1,300,128,64,adam
300,0.22146447002887726,0.09034575521945953,0.14164641499519348,0.04731619730591774,64,0.1,300,128,128,AdaDelta
300,0.014759758487343788,0.0005141341825947165,0.009741675108671188,0.0001765614579198882,64,0.1,300,128,128,adam
300,0.21774816513061523,0.08779655396938324,0.13882121443748474,0.04582446813583374,64,0.1,300,256,16,AdaDelta
300,0.01329865027219057,0.0004246660100761801,0.009704244323074818,0.00019555490871425718,64,0.1,300,256,16,adam
300,0.22024302184581757,0.08985279500484467,0.14022015035152435,0.04675373062491417,64,0.1,300,256,32,AdaDelta
300,0.015218311920762062,0.0005779871717095375,0.009904387407004833,0.00016339770809281617,64,0.1,300,256,32,adam
300,0.22057852149009705,0.09099914878606796,0.13965052366256714,0.047353100031614304,64,0.1,300,256,64,AdaDelta
300,0.014695842750370502,0.0005242632469162345,0.009169488213956356,0.00016067971591837704,64,0.1,300,256,64,adam
300,0.21685142815113068,0.08823645859956741,0.13741405308246613,0.04593511298298836,64,0.1,300,256,128,AdaDelta
300,0.013816204853355885,0.0005402513779699802,0.00868139322847128,0.00017233396647498012,64,0.1,300,256,128,adam
200,0.2258564680814743,0.09320907294750214,0.14521238207817078,0.04864000529050827,64,0.15,200,32,16,AdaDelta
200,0.03273870795965195,0.003096455940976739,0.01557210274040699,0.0004812694387510419,64,0.15,200,32,16,adam
200,0.2330128699541092,0.09645209461450577,0.15253250300884247,0.05112222209572792,64,0.15,200,32,32,AdaDelta
200,0.025971833616495132,0.001460132421925664,0.012378506362438202,0.000272999081062153,64,0.15,200,32,32,adam
200,0.22721639275550842,0.0929654985666275,0.14766795933246613,0.04904993623495102,64,0.15,200,32,64,AdaDelta
200,0.025363346561789513,0.0013899833429604769,0.015126311220228672,0.0003966547956224531,64,0.15,200,32,64,adam
200,0.22147421538829803,0.09058460593223572,0.141120046377182,0.047344714403152466,64,0.15,200,32,128,AdaDelta
200,0.023694638162851334,0.0013879919424653053,0.011785945855081081,0.0002448455197736621,64,0.15,200,32,128,adam
200,0.22917279601097107,0.09468089789152145,0.1484355926513672,0.04981552064418793,64,0.15,200,64,16,AdaDelta
200,0.02023596502840519,0.0009248921414837241,0.011303173378109932,0.0002352354786125943,64,0.15,200,64,16,adam
200,0.22121787071228027,0.09091441333293915,0.14082422852516174,0.047267623245716095,64,0.15,200,64,32,AdaDelta
200,0.020969927310943604,0.0009109171223826706,0.01169577520340681,0.0002697831951081753,64,0.15,200,64,32,adam
200,0.2183508574962616,0.08672421425580978,0.14098615944385529,0.04544341191649437,64,0.15,200,64,64,AdaDelta
200,0.019721830263733864,0.0008092359639704227,0.010971921496093273,0.00026097966474480927,64,0.15,200,64,64,adam
200,0.22322562336921692,0.09086485952138901,0.14369091391563416,0.04764943942427635,64,0.15,200,64,128,AdaDelta
200,0.018795177340507507,0.0007561168167740107,0.009914170019328594,0.00022611448366660625,64,0.15,200,64,128,adam
200,0.2275816947221756,0.09391901642084122,0.14695653319358826,0.04934314265847206,64,0.15,200,128,16,AdaDelta
200,0.019940495491027832,0.0009000065620057285,0.00993387307971716,0.00020609627244994044,64,0.15,200,128,16,adam
200,0.21381361782550812,0.08481646329164505,0.13627594709396362,0.04406847804784775,64,0.15,200,128,32,AdaDelta
200,0.02046046033501625,0.0011924386490136385,0.009176822379231453,0.0001381218753522262,64,0.15,200,128,32,adam
200,0.22715845704078674,0.0942026749253273,0.14599895477294922,0.04928338900208473,64,0.15,200,128,64,AdaDelta
200,0.020048178732395172,0.0009580118348821998,0.010178032331168652,0.0001598289527464658,64,0.15,200,128,64,adam
200,0.22648251056671143,0.09347472339868546,0.14555610716342926,0.04903910681605339,64,0.15,200,128,128,AdaDelta
200,0.018644224852323532,0.0009494110126979649,0.008677384816110134,0.00014899099187459797,64,0.15,200,128,128,adam
200,0.22761788964271545,0.0927719995379448,0.14826416969299316,0.04898057505488396,64,0.15,200,256,16,AdaDelta
200,0.017110168933868408,0.0006707707070745528,0.009829665534198284,0.00018722208915278316,64,0.15,200,256,16,adam
200,0.2235216647386551,0.09054052829742432,0.1446281224489212,0.04746426269412041,64,0.15,200,256,32,AdaDelta
200,0.017497962340712547,0.0006677008932456374,0.009200260043144226,0.00015836511738598347,64,0.15,200,256,32,adam
200,0.22321252524852753,0.09150563180446625,0.1429290473461151,0.04792167618870735,64,0.15,200,256,64,AdaDelta
200,0.017011165618896484,0.0006499742739833891,0.00914962962269783,0.00015647213149350137,64,0.15,200,256,64,adam
200,0.2216290682554245,0.09078376740217209,0.14114296436309814,0.04726098105311394,64,0.15,200,256,128,AdaDelta
200,0.016653701663017273,0.0006598423351533711,0.009568590670824051,0.00018075195839628577,64,0.15,200,256,128,adam
300,0.22223034501075745,0.08965593576431274,0.14363396167755127,0.046967100352048874,64,0.15,300,32,16,AdaDelta
300,0.024594824761152267,0.0014658706495538354,0.010036005638539791,0.00016871334810275584,64,0.15,300,32,16,adam
300,0.22864875197410583,0.09533486515283585,0.14743734896183014,0.05017416179180145,64,0.15,300,32,32,AdaDelta
300,0.023985860869288445,0.0014233760302886367,0.0104146059602499,0.00018374226056039333,64,0.15,300,32,32,adam
300,0.22340838611125946,0.0906672552227974,0.144396111369133,0.04756024479866028,64,0.15,300,32,64,AdaDelta
300,0.022399304434657097,0.001271771383471787,0.009902933612465858,0.00015880860155448318,64,0.15,300,32,64,adam
300,0.214033842086792,0.08691151440143585,0.1348486691713333,0.04497775435447693,64,0.15,300,32,128,AdaDelta
300,0.02709268592298031,0.0018572777044028044,0.011138579808175564,0.0002489701146259904,64,0.15,300,32,128,adam
300,0.22799567878246307,0.09365864098072052,0.14794185757637024,0.04932539537549019,64,0.15,300,64,16,AdaDelta
300,0.020318740978837013,0.0009000938152894378,0.011196914128959179,0.00023008979042060673,64,0.15,300,64,16,adam
300,0.2242719829082489,0.09196750819683075,0.14402732253074646,0.04824111610651016,64,0.15,300,64,32,AdaDelta
300,0.01885351538658142,0.000790075515396893,0.00953368004411459,0.00014396526967175305,64,0.15,300,64,32,adam
300,0.22268593311309814,0.09110891819000244,0.14263468980789185,0.04748745262622833,64,0.15,300,64,64,AdaDelta
300,0.018932977691292763,0.0008555076783522964,0.008522657677531242,0.0001250821223948151,64,0.15,300,64,64,adam
300,0.2221500426530838,0.09061604738235474,0.1426127851009369,0.04743977263569832,64,0.15,300,64,128,AdaDelta
300,0.01845100149512291,0.0007086879923008382,0.009121962822973728,0.0001387154043186456,64,0.15,300,64,128,adam
300,0.2252279818058014,0.0916135162115097,0.14596739411354065,0.0482819527387619,64,0.15,300,128,16,AdaDelta
300,0.01841556467115879,0.0007968243444338441,0.009852242656052113,0.00017937779193744063,64,0.15,300,128,16,adam
300,0.2190200388431549,0.08790545165538788,0.1405610740184784,0.046140238642692566,64,0.15,300,128,32,AdaDelta
300,0.018040336668491364,0.0008796619367785752,0.008919283747673035,0.00013643366401083767,64,0.15,300,128,32,adam
300,0.22132742404937744,0.090574249625206,0.14089928567409515,0.04727637395262718,64,0.15,300,128,64,AdaDelta
300,0.017515458166599274,0.0008057380910031497,0.009204108268022537,0.0001578837400302291,64,0.15,300,128,64,adam
300,0.21556523442268372,0.08617763966321945,0.13736021518707275,0.04498877003788948,64,0.15,300,128,128,AdaDelta
300,0.01840088702738285,0.0008932242053560913,0.008650470525026321,0.00014057055523153394,64,0.15,300,128,128,adam
300,0.21701081097126007,0.08885397762060165,0.1370801329612732,0.046071503311395645,64,0.15,300,256,16,AdaDelta
300,0.01586679182946682,0.0006268174620345235,0.009476209990680218,0.00017149058112408966,64,0.15,300,256,16,adam
300,0.20882725715637207,0.08235194534063339,0.13218431174755096,0.04271247982978821,64,0.15,300,256,32,AdaDelta
300,0.01577158272266388,0.0006117451703175902,0.009201189503073692,0.00015828282630536705,64,0.15,300,256,32,adam
300,0.21556635200977325,0.08684656769037247,0.1367499828338623,0.045068223029375076,64,0.15,300,256,64,AdaDelta
300,0.015042340382933617,0.0005476566147990525,0.010477100498974323,0.0001660843554418534,64,0.15,300,256,64,adam
300,0.21606913208961487,0.08693096786737442,0.13737574219703674,0.045298751443624496,64,0.15,300,256,128,AdaDelta
300,0.016491753980517387,0.0007499216590076685,0.010653821751475334,0.000167651945957914,64,0.15,300,256,128,adam
200,0.23473794758319855,0.09753181040287018,0.15441611409187317,0.05166393890976906,128,0,200,32,16,AdaDelta
200,0.018252963200211525,0.0008048770832829177,0.01254383847117424,0.00035999351530335844,128,0,200,32,16,adam
200,0.22785837948322296,0.09304698556661606,0.14838193356990814,0.049127258360385895,128,0,200,32,32,AdaDelta
200,0.017492536455392838,0.0007519318023696542,0.013226293958723545,0.00033214958966709673,128,0,200,32,32,adam
200,0.22906741499900818,0.09422783553600311,0.14867666363716125,0.04974283650517464,128,0,200,32,64,AdaDelta
200,0.016437668353319168,0.0007004326907917857,0.010466179810464382,0.000254766084253788,128,0,200,32,64,adam
200,0.22648432850837708,0.09283484518527985,0.14652501046657562,0.04876111075282097,128,0,200,32,128,AdaDelta
200,0.016760002821683884,0.0007325441692955792,0.00978138204663992,0.0001869594125309959,128,0,200,32,128,adam
200,0.2127012014389038,0.08485941588878632,0.13483013212680817,0.04409902170300484,128,0,200,64,16,AdaDelta
200,0.015187281183898449,0.0006308138836175203,0.010569969192147255,0.00020865548867732286,128,0,200,64,16,adam
200,0.2294752299785614,0.09484294801950455,0.14886751770973206,0.04986539110541344,128,0,200,64,32,AdaDelta
200,0.01598840206861496,0.0006779312971048057,0.010308627970516682,0.0002605529734864831,128,0,200,64,32,adam
200,0.22589556872844696,0.09244855493307114,0.1457062065601349,0.0485718697309494,128,0,200,64,64,AdaDelta
200,0.016250209882855415,0.0006779915420338511,0.009720644913613796,0.00026095579960383475,128,0,200,64,64,adam
200,0.22016549110412598,0.08964481204748154,0.1402537077665329,0.04670996218919754,128,0,200,64,128,AdaDelta
200,0.014209048822522163,0.0005990969948470592,0.00947353895753622,0.00019720426644198596,128,0,200,64,128,adam
200,0.23157362639904022,0.09715856611728668,0.14938035607337952,0.05104105547070503,128,0,200,128,16,AdaDelta
200,0.015606301836669445,0.0006439522840082645,0.009616024792194366,0.000222743401536718,128,0,200,128,16,adam
200,0.22732743620872498,0.09469307959079742,0.14566737413406372,0.04963702708482742,128,0,200,128,32,AdaDelta
200,0.014584760181605816,0.0006237533525563776,0.010481404140591621,0.0003138143219985068,128,0,200,128,32,adam
200,0.22929325699806213,0.09450710564851761,0.14894041419029236,0.04977976530790329,128,0,200,128,64,AdaDelta
200,0.014139327220618725,0.0005643270560540259,0.009440538473427296,0.0002226146316388622,128,0,200,128,64,adam
200,0.2254319190979004,0.09248161315917969,0.1451619267463684,0.04855642095208168,128,0,200,128,128,AdaDelta
200,0.014176623895764351,0.0006464489852078259,0.010965119116008282,0.0003549847169779241,128,0,200,128,128,adam
200,0.2266124188899994,0.09260965883731842,0.14689284563064575,0.04871014505624771,128,0,200,256,16,AdaDelta
200,0.015218386426568031,0.000656504649668932,0.009207380935549736,0.00019578631327021867,128,0,200,256,16,adam
200,0.22960487008094788,0.09415272623300552,0.14953769743442535,0.04971151053905487,128,0,200,256,32,AdaDelta
200,0.014756518416106701,0.0005878565134480596,0.010050633922219276,0.00028244213899597526,128,0,200,256,32,adam
200,0.2265825718641281,0.09306413680315018,0.14639446139335632,0.04885982722043991,128,0,200,256,64,AdaDelta
200,0.013764138333499432,0.0005563717568293214,0.012430014088749886,0.0004521370865404606,128,0,200,256,64,adam
200,0.2225172072649002,0.09018354117870331,0.14339379966259003,0.04729136452078819,128,0,200,256,128,AdaDelta
200,0.014044503681361675,0.000595193705521524,0.010014181025326252,0.0002502581919543445,128,0,200,256,128,adam
300,0.22211125493049622,0.09131799638271332,0.14132118225097656,0.04773351177573204,128,0,300,32,16,AdaDelta
300,0.016018088907003403,0.0007481909706257284,0.010224265977740288,0.00020487833535298705,128,0,300,32,16,adam
300,0.22570845484733582,0.09289630502462387,0.14504915475845337,0.04869659245014191,128,0,300,32,32,AdaDelta
300,0.016464348882436752,0.0007196898222900927,0.009933174587786198,0.00025082778302021325,128,0,300,32,32,adam
300,0.22400817275047302,0.09168031811714172,0.1439652442932129,0.048087578266859055,128,0,300,32,64,AdaDelta
300,0.01583888754248619,0.0006914516561664641,0.009666972793638706,0.00023962843988556415,128,0,300,32,64,adam
300,0.22430424392223358,0.09159187227487564,0.14454716444015503,0.04803486913442612,128,0,300,32,128,AdaDelta
300,0.013987218029797077,0.0006021938170306385,0.01077114325016737,0.00028736729291267693,128,0,300,32,128,adam
300,0.23457200825214386,0.09958620369434357,0.15167921781539917,0.0524853840470314,128,0,300,64,16,AdaDelta
300,0.015021341852843761,0.000645377323962748,0.01069600973278284,0.0002969381457660347,128,0,300,64,16,adam
300,0.2247195690870285,0.09076985716819763,0.1459358185529709,0.047811686992645264,128,0,300,64,32,AdaDelta
300,0.014150626957416534,0.0005782279185950756,0.010557970963418484,0.00026894573238678277,128,0,300,64,32,adam
300,0.22541435062885284,0.09301687777042389,0.14462094008922577,0.04877601936459541,128,0,300,64,64,AdaDelta
300,0.013434025458991528,0.0006011471850797534,0.010965026915073395,0.0002817796776071191,128,0,300,64,64,adam
300,0.2280924767255783,0.09507421404123306,0.14643196761608124,0.04980795457959175,128,0,300,64,128,AdaDelta
300,0.013294083066284657,0.0005654384731315076,0.010915533639490604,0.000292064156383276,128,0,300,64,128,adam
300,0.22787050902843475,0.09385996311903,0.1472219079732895,0.049500755965709686,128,0,300,128,16,AdaDelta
300,0.01398621965199709,0.0005845996784046292,0.010415781289339066,0.0002835138875525445,128,0,300,128,16,adam
300,0.22278285026550293,0.09161441028118134,0.142042875289917,0.047897931188344955,128,0,300,128,32,AdaDelta
300,0.012949079275131226,0.0005329998093657196,0.011553692631423473,0.0003542306658346206,128,0,300,128,32,adam
300,0.22120079398155212,0.08913217484951019,0.1426260769367218,0.04673046991229057,128,0,300,128,64,AdaDelta
300,0.012917053885757923,0.0005020985845476389,0.012141530402004719,0.0003564835642464459,128,0,300,128,64,adam
300,0.21992221474647522,0.08941854536533356,0.14028598368167877,0.04668828099966049,128,0,300,128,128,AdaDelta
300,0.013302457518875599,0.0005307039245963097,0.012447061017155647,0.000358326593413949,128,0,300,128,128,adam
300,0.22439789772033691,0.09089536964893341,0.14545443654060364,0.04780414700508118,128,0,300,256,16,AdaDelta
300,0.013586193323135376,0.0005807389388792217,0.011297781020402908,0.0002837245992850512,128,0,300,256,16,adam
300,0.22602710127830505,0.09275822341442108,0.14574547111988068,0.048703793436288834,128,0,300,256,32,AdaDelta
300,0.013223133981227875,0.0005573535454459488,0.012568720616400242,0.0002967629989143461,128,0,300,256,32,adam
300,0.2249041050672531,0.09324447065591812,0.14364689588546753,0.04861462488770485,128,0,300,256,64,AdaDelta
300,0.013569081202149391,0.0006332031916826963,0.011061888188123703,0.00029196421382948756,128,0,300,256,64,adam
300,0.22014768421649933,0.08922829478979111,0.14083069562911987,0.04662979021668434,128,0,300,256,128,AdaDelta
300,0.015059215947985649,0.0007099925423972309,0.010794769041240215,0.00027872566715814173,128,0,300,256,128,adam
200,0.22475743293762207,0.09097019582986832,0.1453947126865387,0.047914840281009674,128,0.1,200,32,16,AdaDelta
200,0.025557586923241615,0.0014528243336826563,0.017188088968396187,0.0006868533091619611,128,0.1,200,32,16,adam
200,0.21437187492847443,0.0849638357758522,0.13694530725479126,0.04440153390169144,128,0.1,200,32,32,AdaDelta
200,0.025194520130753517,0.001312557957135141,0.01543459389358759,0.000557600986212492,128,0.1,200,32,32,adam
200,0.22842566668987274,0.09429183602333069,0.14771904051303864,0.049426838755607605,128,0.1,200,32,64,AdaDelta
200,0.021212073042988777,0.001014659064821899,0.014693579636514187,0.0005302461795508862,128,0.1,200,32,64,adam
200,0.2260804921388626,0.09369899332523346,0.1446312665939331,0.04899477958679199,128,0.1,200,32,128,AdaDelta
200,0.019628161564469337,0.0008459078380838037,0.011920254677534103,0.00028262974228709936,128,0.1,200,32,128,adam
200,0.22291827201843262,0.09212753176689148,0.1413332223892212,0.04794655367732048,128,0.1,200,64,16,AdaDelta
200,0.020975196734070778,0.0009767732117325068,0.011406704783439636,0.000258378655416891,128,0.1,200,64,16,adam
200,0.23026517033576965,0.0935698077082634,0.1517806351184845,0.04966038465499878,128,0.1,200,64,32,AdaDelta
200,0.023022735491394997,0.0012615241575986147,0.013272808864712715,0.0003821289574261755,128,0.1,200,64,32,adam
200,0.23036427795886993,0.09667147696018219,0.14821648597717285,0.05069330707192421,128,0.1,200,64,64,AdaDelta
200,0.02122536674141884,0.0011223782785236835,0.011764049530029297,0.0002755517198238522,128,0.1,200,64,64,adam
200,0.23134605586528778,0.09612198919057846,0.15039768815040588,0.050679028034210205,128,0.1,200,64,128,AdaDelta
200,0.0196780227124691,0.0008421855163760483,0.010765190236270428,0.000271090364549309,128,0.1,200,64,128,adam
200,0.2272574007511139,0.09351449459791183,0.14650151133537292,0.04915692284703255,128,0.1,200,128,16,AdaDelta
200,0.020175117999315262,0.0008605304174125195,0.010371576063334942,0.0002054123324342072,128,0.1,200,128,16,adam
200,0.22391553223133087,0.09106381982564926,0.14426477253437042,0.04768664389848709,128,0.1,200,128,32,AdaDelta
200,0.022345921024680138,0.0011056072544306517,0.010785160586237907,0.00019816438725683838,128,0.1,200,128,32,adam
200,0.23197226226329803,0.09577985852956772,0.15165765583515167,0.05069832131266594,128,0.1,200,128,64,AdaDelta
200,0.02040702849626541,0.0009938543662428856,0.009791319258511066,0.00020287978986743838,128,0.1,200,128,64,adam
200,0.22727783024311066,0.09388253092765808,0.1464931219816208,0.04928664490580559,128,0.1,200,128,128,AdaDelta
200,0.018369227647781372,0.0008817215566523373,0.011385485529899597,0.00031780777499079704,128,0.1,200,128,128,adam
200,0.22914472222328186,0.0942419022321701,0.1488998979330063,0.04965219274163246,128,0.1,200,256,16,AdaDelta
200,0.018613489344716072,0.0007620471296831965,0.010124295949935913,0.00022700736008118838,128,0.1,200,256,16,adam
200,0.22730974853038788,0.09259981662034988,0.1479659378528595,0.04882940277457237,128,0.1,200,256,32,AdaDelta
200,0.017779050394892693,0.0007223248248919845,0.010060546919703484,0.0002588549396023154,128,0.1,200,256,32,adam
200,0.22640211880207062,0.09394050389528275,0.14480429887771606,0.04912978783249855,128,0.1,200,256,64,AdaDelta
200,0.01611040160059929,0.0006413611699827015,0.010458674281835556,0.0002765180543065071,128,0.1,200,256,64,adam
200,0.2238505333662033,0.091519795358181,0.14383433759212494,0.04791001230478287,128,0.1,200,256,128,AdaDelta
200,0.015607988461852074,0.0005278122844174504,0.01080723013728857,0.0002759407216217369,128,0.1,200,256,128,adam
300,0.23460817337036133,0.09727568179368973,0.15387319028377533,0.05170491710305214,128,0.1,300,32,16,AdaDelta
300,0.023803768679499626,0.0015259850770235062,0.012247147038578987,0.00025511006242595613,128,0.1,300,32,16,adam
300,0.22561749815940857,0.09325538575649261,0.14451344311237335,0.04884243756532669,128,0.1,300,32,32,AdaDelta
300,0.025385161861777306,0.0014526003506034613,0.01065853051841259,0.00022744796297047287,128,0.1,300,32,32,adam
300,0.22248642146587372,0.09064056724309921,0.14276358485221863,0.04746950417757034,128,0.1,300,32,64,AdaDelta
300,0.02211645618081093,0.0013091256842017174,0.010261347517371178,0.00020177633268758655,128,0.1,300,32,64,adam
300,0.22530588507652283,0.09208865463733673,0.1453932374715805,0.04836805537343025,128,0.1,300,32,128,AdaDelta
300,0.021309012547135353,0.00130937690846622,0.010411625728011131,0.00021374963398557156,128,0.1,300,32,128,adam
300,0.22984477877616882,0.09641920030117035,0.1474122256040573,0.05049318075180054,128,0.1,300,64,16,AdaDelta
300,0.020767997950315475,0.0008745085215196013,0.010701482184231281,0.00020048576698172837,128,0.1,300,64,16,adam
300,0.22524461150169373,0.09342416375875473,0.1437113881111145,0.04886619746685028,128,0.1,300,64,32,AdaDelta
300,0.019222784787416458,0.0009133809944614768,0.010421221144497395,0.00026334822177886963,128,0.1,300,64,32,adam
300,0.23167023062705994,0.09734346717596054,0.1494438648223877,0.0513196624815464,128,0.1,300,64,64,AdaDelta
300,0.017982717603445053,0.0008183919126167893,0.010576952248811722,0.0002609631628729403,128,0.1,300,64,64,adam
300,0.22682234644889832,0.09415027499198914,0.1455875039100647,0.04929890111088753,128,0.1,300,64,128,AdaDelta
300,0.01829265058040619,0.0006773752393200994,0.010718684643507004,0.00016722900909371674,128,0.1,300,64,128,adam
300,0.22354647517204285,0.09147975593805313,0.14358827471733093,0.047779589891433716,128,0.1,300,128,16,AdaDelta
300,0.01878250576555729,0.0008451922913081944,0.009449549950659275,0.00017286509682890028,128,0.1,300,128,16,adam
300,0.221093088388443,0.0897047147154808,0.14189781248569489,0.046843960881233215,128,0.1,300,128,32,AdaDelta
300,0.0185332540422678,0.0007952289888635278,0.010631004348397255,0.00020543296705000103,128,0.1,300,128,32,adam
300,0.22489981353282928,0.09158986806869507,0.1452396959066391,0.04814948886632919,128,0.1,300,128,64,AdaDelta
